episode,path_time,original_time,infer_time,total_reward
1,1181.144775390625,1298.6976318359375,13.60425853729248,129.30809020996094
2,1143.846435546875,1279.843017578125,13.419397354125977,149.59620666503906
3,1186.0496826171875,1314.26513671875,12.761678218841553,141.03684997558594
4,1161.0782470703125,1292.904296875,12.062341690063477,145.0084686279297
5,1157.57080078125,1277.597412109375,13.426074981689453,132.02928161621094
6,1166.40673828125,1305.3701171875,12.906872510910034,152.8592529296875
7,1136.87158203125,1272.06298828125,14.362757682800293,148.71063232421875
8,1132.5262451171875,1281.3349609375,12.124495029449463,163.6896209716797
9,1176.408935546875,1299.0130615234375,12.736099481582642,134.86444091796875
10,1191.4075927734375,1332.5521240234375,12.879263877868652,155.2586669921875
11,1196.300048828125,1342.1016845703125,13.520559549331665,160.38157653808594
12,1186.846923828125,1325.3917236328125,12.599518299102783,152.39947509765625
13,1157.7003173828125,1303.664306640625,13.098134994506836,160.56033325195312
14,1165.255615234375,1271.98583984375,12.245774745941162,117.40336608886719
15,1180.411376953125,1317.421875,12.835891723632812,150.7117462158203
16,1150.4136962890625,1307.286865234375,13.323182344436646,172.5606689453125
17,1088.67333984375,1235.8677978515625,12.681797504425049,161.91387939453125
18,1160.6243896484375,1307.46484375,12.94837760925293,161.52481079101562
19,1171.005859375,1298.9947509765625,13.997083187103271,140.7878875732422
20,1180.108642578125,1330.07763671875,13.02923583984375,164.96578979492188
21,1176.99072265625,1308.232666015625,13.123326063156128,144.36598205566406
22,1147.0125732421875,1301.271240234375,13.079513788223267,169.6848602294922
23,1137.3475341796875,1304.814208984375,12.83486008644104,184.213134765625
24,1177.307861328125,1304.7535400390625,13.29674744606018,140.19041442871094
25,1168.563720703125,1316.552490234375,13.21734881401062,162.78787231445312
26,1156.7232666015625,1287.2781982421875,14.63230276107788,143.61038208007812
27,1134.6685791015625,1285.5218505859375,12.870904922485352,165.9386444091797
28,1167.1522216796875,1310.486328125,12.533844947814941,157.66737365722656
29,1161.6878662109375,1314.1455078125,12.64538049697876,167.70355224609375
30,1098.259765625,1263.7261962890625,13.693629503250122,182.01278686523438
31,1146.6048583984375,1276.47705078125,12.698904037475586,142.85914611816406
32,1138.673828125,1259.5562744140625,12.665258407592773,132.9702606201172
33,1159.267822265625,1301.6005859375,13.177663564682007,156.56576538085938
34,1163.39404296875,1306.824462890625,12.828021764755249,157.77304077148438
35,1168.920166015625,1303.312744140625,13.147023677825928,147.83181762695312
36,1143.9423828125,1267.8828125,12.572592735290527,136.3345489501953
37,1159.93896484375,1292.021484375,13.117369890213013,145.29090881347656
38,1144.6207275390625,1290.0731201171875,12.782975435256958,159.99781799316406
39,1144.4764404296875,1313.050048828125,12.409239053726196,185.4308319091797
40,1133.892333984375,1282.4251708984375,12.992027997970581,163.38584899902344
41,1179.5750732421875,1311.259033203125,12.944438695907593,144.8524932861328
42,1162.0545654296875,1307.0701904296875,12.289421558380127,159.51702880859375
43,1170.1187744140625,1301.6610107421875,13.233747243881226,144.69651794433594
44,1114.590576171875,1283.27587890625,13.143763065338135,185.55384826660156
45,1191.72998046875,1309.4130859375,13.098767042160034,129.4512939453125
46,1181.2835693359375,1294.8916015625,12.31721019744873,124.96908569335938
47,1122.5938720703125,1253.7366943359375,12.475114583969116,144.25706481933594
48,1158.839111328125,1276.385009765625,13.07978081703186,129.30029296875
49,1124.9932861328125,1297.352294921875,12.375685453414917,189.59503173828125
50,1142.9901123046875,1276.7528076171875,12.17851209640503,147.1390380859375
51,1148.1376953125,1284.041748046875,12.553637981414795,149.49449157714844
52,1167.24755859375,1271.2060546875,12.413054704666138,114.35437774658203
53,1186.243408203125,1346.9832763671875,12.872661828994751,176.81361389160156
54,1154.7144775390625,1295.7901611328125,12.789682388305664,155.1832275390625
55,1170.8360595703125,1283.0726318359375,12.926329612731934,123.46013641357422
56,1178.0718994140625,1325.3038330078125,12.564788341522217,161.95497131347656
57,1144.77685546875,1271.20263671875,12.651051044464111,139.06822204589844
58,1136.583740234375,1281.6309814453125,13.215484142303467,159.55172729492188
59,1183.408447265625,1312.7442626953125,13.159145593643188,142.2694854736328
60,1155.767822265625,1290.09326171875,13.165563821792603,147.7582550048828
61,1125.078857421875,1255.9517822265625,13.426665782928467,143.96023559570312
62,1113.47900390625,1280.489990234375,12.694477558135986,183.71192932128906
63,1191.7735595703125,1327.6884765625,12.42728590965271,149.50640869140625
64,1136.0850830078125,1277.53369140625,12.60572624206543,155.59326171875
65,1149.138671875,1314.6827392578125,14.303425550460815,182.09840393066406
66,1177.862060546875,1321.890869140625,12.860102891921997,158.431640625
67,1128.2857666015625,1256.726806640625,12.411047458648682,141.28514099121094
68,1180.0079345703125,1282.4910888671875,13.113465309143066,112.73150634765625
69,1165.697509765625,1287.879638671875,12.535078525543213,134.40011596679688
70,1139.8238525390625,1283.8701171875,12.748514652252197,158.4507293701172
71,1156.8114013671875,1301.640625,13.083632946014404,159.31222534179688
72,1189.417236328125,1316.8857421875,13.414100408554077,140.21539306640625
73,1198.961181640625,1331.9119873046875,13.105774402618408,146.24581909179688
74,1201.14208984375,1305.4259033203125,12.651087522506714,114.71221923828125
75,1180.9830322265625,1313.54443359375,12.625965595245361,145.8175811767578
76,1167.5943603515625,1295.912353515625,12.655861377716064,141.1498565673828
77,1137.417724609375,1277.6243896484375,12.1361243724823,154.2271728515625
78,1150.7125244140625,1267.685791015625,12.510877132415771,128.67044067382812
79,1201.88671875,1295.582763671875,12.592437505722046,103.06566619873047
80,1174.895751953125,1284.01806640625,12.732718229293823,120.03463745117188
81,1162.366455078125,1292.363037109375,13.20433759689331,142.99635314941406
82,1169.244873046875,1331.33642578125,13.078755855560303,178.30062866210938
83,1152.1470947265625,1274.8370361328125,12.537034273147583,134.9590606689453
84,1186.4130859375,1310.2113037109375,12.14174485206604,136.17770385742188
85,1136.4647216796875,1298.861572265625,12.957217693328857,178.63673400878906
86,1160.1041259765625,1285.7427978515625,12.332139015197754,138.20248413085938
87,1150.2242431640625,1292.665771484375,13.379386901855469,156.68563842773438
88,1169.4036865234375,1308.7647705078125,12.554478883743286,153.29737854003906
89,1139.8040771484375,1269.73193359375,12.812029838562012,142.92039489746094
90,1173.66259765625,1311.8990478515625,12.437415361404419,152.0601806640625
91,1142.2039794921875,1264.2666015625,12.853432178497314,134.26910400390625
92,1145.417236328125,1276.3023681640625,12.452913284301758,143.9733428955078
93,1184.284912109375,1319.104736328125,12.656032800674438,148.30177307128906
94,1131.5992431640625,1284.8321533203125,12.637773513793945,168.55609130859375
95,1136.5537109375,1287.053466796875,13.132347345352173,165.5498504638672
96,1159.077880859375,1294.7862548828125,12.826779842376709,149.27911376953125
