episode,path_time,original_time,infer_time,total_reward
1,595.3054809570312,745.8268432617188,1.7400829792022705,165.5734405517578
2,584.6261596679688,745.8268432617188,0.33541369438171387,177.32069396972656
3,603.9240112304688,745.8268432617188,0.3352172374725342,156.09307861328125
4,578.1707763671875,745.8268432617188,0.36213088035583496,184.42160034179688
5,602.0203857421875,745.8268432617188,0.3424241542816162,158.18716430664062
6,596.1761474609375,745.8268432617188,0.3354957103729248,159.5164794921875
7,587.202392578125,745.8268432617188,0.34792113304138184,174.48680114746094
8,582.5576171875,745.8268432617188,0.3414640426635742,179.59619140625
9,534.4097900390625,745.8268432617188,0.33864331245422363,232.5587158203125
10,574.7440185546875,745.8268432617188,0.3774244785308838,188.19105529785156
11,630.8544311523438,790.1805419921875,1.8756494522094727,175.25872802734375
12,629.7406005859375,790.1805419921875,0.37660813331604004,176.48379516601562
13,601.3334350585938,790.1805419921875,0.3697671890258789,207.73184204101562
14,611.9420776367188,790.1805419921875,0.37231898307800293,196.0623779296875
15,626.1856079101562,790.1805419921875,0.4303908348083496,178.1374053955078
16,625.616455078125,790.1805419921875,0.3525681495666504,181.02040100097656
17,631.0601806640625,790.1805419921875,0.48115968704223633,175.03244018554688
18,624.3756103515625,790.1805419921875,0.33023834228515625,182.3853759765625
19,642.1063232421875,790.1805419921875,0.3620877265930176,162.881591796875
20,619.0974731445312,790.1805419921875,0.3507857322692871,188.1913299560547
21,544.44091796875,714.1885375976562,1.5239050388336182,182.3944091796875
22,552.9752807617188,714.1885375976562,0.39891886711120605,177.33460998535156
23,543.560791015625,714.1885375976562,0.3832273483276367,187.69061279296875
24,555.854248046875,714.1885375976562,0.3758201599121094,169.83981323242188
25,537.9877319335938,714.1885375976562,0.41018199920654297,193.82089233398438
26,558.1858520507812,714.1885375976562,0.37795329093933105,167.27500915527344
27,534.1920776367188,714.1885375976562,0.3945333957672119,197.99615478515625
28,558.9468383789062,714.1885375976562,0.37329721450805664,166.43789672851562
29,552.6535034179688,714.1885375976562,0.36452555656433105,177.68861389160156
30,546.9025268554688,714.1885375976562,0.3721306324005127,184.0146026611328
31,549.87890625,720.7428588867188,1.535921335220337,187.95030212402344
32,558.1867065429688,720.7428588867188,0.3867487907409668,178.19943237304688
33,562.6956787109375,720.7428588867188,0.4147834777832031,173.8518524169922
34,588.4205932617188,720.7428588867188,0.4256937503814697,144.9422149658203
35,578.8521728515625,720.7428588867188,0.3825838565826416,156.0797119140625
36,594.5545043945312,720.7428588867188,0.37998342514038086,138.19496154785156
37,550.8457641601562,720.7428588867188,0.402573823928833,186.88674926757812
38,563.1431274414062,720.7428588867188,0.405747652053833,173.35972595214844
39,578.3969116210938,720.7428588867188,0.4076681137084961,156.58047485351562
40,580.114501953125,720.7428588867188,0.39775800704956055,154.69125366210938
41,603.683349609375,750.0191650390625,1.4926490783691406,150.66180419921875
42,581.1939697265625,750.0191650390625,0.3886864185333252,185.70774841308594
43,589.7536010742188,750.0191650390625,0.38730597496032715,165.98451232910156
44,589.95263671875,750.0191650390625,0.3908724784851074,176.07322692871094
45,583.1573486328125,750.0191650390625,0.3847229480743408,183.548095703125
46,582.6033935546875,750.0191650390625,0.3682398796081543,184.1574249267578
47,558.1243896484375,750.0191650390625,0.3903822898864746,211.08425903320312
48,596.4685668945312,750.0191650390625,0.3738088607788086,168.90565490722656
49,572.2819213867188,750.0191650390625,0.3970327377319336,195.51092529296875
50,604.0425415039062,750.0191650390625,0.37727785110473633,160.5742645263672
51,585.9794921875,750.8225708007812,1.4784462451934814,178.00819396972656
52,602.1998291015625,750.8225708007812,0.40155982971191406,163.48495483398438
53,591.9865112304688,750.8225708007812,0.37206315994262695,174.71961975097656
54,609.6773071289062,750.8225708007812,0.37157344818115234,155.25973510742188
55,637.7064208984375,750.8225708007812,0.40285444259643555,124.42772674560547
56,603.6137084960938,750.8225708007812,0.38205623626708984,161.9296875
57,599.1122436523438,750.8225708007812,0.3843095302581787,166.8813018798828
58,610.959228515625,750.8225708007812,0.40082430839538574,153.84963989257812
59,598.3395385742188,750.8225708007812,0.3718101978302002,167.73130798339844
60,618.6193237304688,750.8225708007812,0.4049563407897949,145.42352294921875
61,599.7216186523438,769.0767211914062,1.930762529373169,186.29063415527344
62,588.7288208007812,769.0767211914062,0.3766059875488281,198.38275146484375
63,528.6563110351562,769.0767211914062,0.4265151023864746,264.4624328613281
64,607.5147705078125,769.0767211914062,0.37872886657714844,177.7182159423828
65,560.6717529296875,769.0767211914062,0.4033346176147461,229.2455291748047
66,567.3040771484375,769.0767211914062,0.4104044437408447,221.94996643066406
67,591.8853149414062,769.0767211914062,0.40114331245422363,193.2572021484375
68,576.3163452148438,769.0767211914062,0.36408400535583496,212.0364227294922
69,596.7789306640625,769.0767211914062,0.413226842880249,189.52757263183594
70,568.9426879882812,769.0767211914062,0.390134334564209,220.1475067138672
71,627.04833984375,830.1602783203125,2.106335163116455,219.42245483398438
72,648.552001953125,830.1602783203125,0.3772096633911133,199.76914978027344
73,690.2988891601562,830.1602783203125,0.3828580379486084,153.84759521484375
74,619.740478515625,830.1602783203125,0.38773536682128906,231.4618377685547
75,674.3094482421875,830.1602783203125,0.3857710361480713,171.4359893798828
76,669.65234375,830.1602783203125,0.3933846950531006,176.55868530273438
77,679.5518188476562,830.1602783203125,0.38880348205566406,165.6693878173828
78,685.286376953125,830.1602783203125,0.37952709197998047,159.36135864257812
79,652.65380859375,830.1602783203125,0.3987905979156494,191.25650024414062
80,657.5227661132812,830.1602783203125,0.42612767219543457,189.9012908935547
81,597.2494506835938,781.024658203125,1.85943603515625,202.15284729003906
82,640.1209106445312,781.024658203125,0.31511735916137695,154.9942626953125
83,594.0968017578125,781.024658203125,0.3296074867248535,205.62060546875
84,635.7509765625,781.024658203125,0.3281371593475342,159.80105590820312
85,598.6841430664062,781.024658203125,0.3325846195220947,200.57464599609375
86,601.0260009765625,781.024658203125,0.33510875701904297,197.9986114501953
87,635.536865234375,781.024658203125,0.3321692943572998,159.56016540527344
88,593.019775390625,781.024658203125,0.3421056270599365,206.80543518066406
89,604.9818115234375,781.024658203125,0.42465829849243164,193.64718627929688
90,591.420654296875,781.024658203125,0.3684875965118408,208.5644989013672
91,605.6282958984375,792.3086547851562,2.262286901473999,205.3482666015625
92,588.0782470703125,792.3086547851562,0.3711514472961426,217.0023956298828
93,648.2147827148438,792.3086547851562,0.33953309059143066,158.5032501220703
94,613.7448120117188,792.3086547851562,0.3628110885620117,196.42013549804688
95,633.7778930664062,792.3086547851562,0.3515472412109375,166.7327880859375
96,607.2182006835938,792.3086547851562,0.3866262435913086,203.5994415283203
97,624.2931518554688,792.3086547851562,0.35425710678100586,184.81712341308594
98,641.1535034179688,792.3086547851562,0.37257814407348633,166.27052307128906
99,624.7071533203125,792.3086547851562,0.33028554916381836,184.36160278320312
100,607.0499267578125,792.3086547851562,0.35098767280578613,203.78451538085938
101,636.4876708984375,787.4971923828125,2.030210494995117,166.1105499267578
102,623.8531494140625,787.4971923828125,0.35674405097961426,180.00852966308594
103,646.1221313476562,787.4971923828125,0.5022447109222412,155.51263427734375
104,636.2068481445312,787.4971923828125,0.3114452362060547,159.92977905273438
105,617.9201049804688,787.4971923828125,0.3502383232116699,186.53477478027344
106,643.7266235351562,787.4971923828125,0.3534274101257324,158.14767456054688
107,635.7810668945312,787.4971923828125,0.36020874977111816,166.8878173828125
108,660.1401977539062,787.4971923828125,0.33263206481933594,140.09274291992188
109,675.1270141601562,787.4971923828125,0.33306026458740234,123.60726165771484
110,637.6820678710938,787.4971923828125,0.36264538764953613,164.7967071533203
111,598.6681518554688,769.231689453125,1.6988952159881592,187.61985778808594
112,604.108642578125,769.231689453125,0.39803528785705566,181.63528442382812
113,611.967041015625,769.231689453125,0.3984062671661377,166.44410705566406
114,587.652587890625,769.231689453125,0.34717249870300293,199.73696899414062
115,594.6433715820312,769.231689453125,0.34218502044677734,185.5001983642578
116,598.4190063476562,769.231689453125,0.3656291961669922,187.89398193359375
117,602.59521484375,769.231689453125,0.38544201850891113,176.753173828125
118,615.0185546875,769.231689453125,0.37659454345703125,163.08749389648438
119,618.654541015625,769.231689453125,0.3599255084991455,165.63491821289062
120,598.251953125,769.231689453125,0.3312225341796875,181.53073120117188
121,628.3251953125,804.4336547851562,1.749908685684204,193.71939086914062
122,614.7597045898438,804.4336547851562,0.3494741916656494,208.6414337158203
123,621.002197265625,804.4336547851562,0.37912869453430176,201.77468872070312
124,597.8731689453125,804.4336547851562,0.3601505756378174,227.21653747558594
125,614.9224853515625,804.4336547851562,0.38363027572631836,208.46240234375
